,gps_height,longitude,latitude,region,lga,population,permit,extraction_type_class,management_group,payment,quality_group,quantity,source_class,waterpoint_type_group,target
53089,0,32.91390206,-3.31703233,Shinyanga,Shinyanga Rural,0,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,functional
53098,0,32.95410435,-3.3878918,Shinyanga,Shinyanga Rural,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
53102,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,never pay,unknown,dry,groundwater,hand pump,non functional
53108,1482,34.0511389,-1.90637028,Mara,Bunda,250,False,handpump,user-group,pay when scheme fails,good,enough,groundwater,hand pump,functional
53117,0,33.38034626,-3.13255566,Mwanza,Kwimba,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional
53120,0,30.88678812,-1.50409771,Kagera,Karagwe,0,True,gravity,user-group,never pay,good,dry,surface,communal standpipe,non functional
53125,0,32.55185074,-3.62423093,Shinyanga,Kahama,0,True,handpump,user-group,unknown,milky,seasonal,groundwater,hand pump,functional
53133,0,32.63564279,-2.50263321,Mwanza,Kwimba,0,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,functional
53145,0,0.0,-2e-08,Mwanza,Geita,0,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,functional
53152,0,31.69884671,-2.53352674,Kagera,Chato,0,True,motorpump,user-group,never pay,good,insufficient,groundwater,communal standpipe,non functional
53163,0,32.91051927,-2.71582052,Mwanza,Missungwi,0,True,submersible,other,pay when scheme fails,good,insufficient,surface,communal standpipe,functional
53164,0,34.04238972,-3.10934558,Shinyanga,Maswa,0,False,handpump,user-group,other,good,insufficient,groundwater,hand pump,functional
53172,0,0.0,-2e-08,Mwanza,Geita,0,True,submersible,user-group,unknown,unknown,dry,surface,communal standpipe,non functional
53182,0,31.79186919,-2.90088133,Kagera,Chato,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional
53190,0,30.83844839,-2.51655016,Kagera,Ngara,0,False,gravity,user-group,pay per bucket,good,enough,groundwater,communal standpipe,functional
53192,0,30.71437532,-2.61282484,Kagera,Ngara,0,False,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe,functional
53202,0,33.43075982,-2.90625961,Mwanza,Kwimba,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
53213,1369,34.61893488,-1.68155676,Mara,Serengeti,700,True,handpump,user-group,unknown,good,enough,groundwater,hand pump,non functional
53215,1630,34.67328425,-1.8403013,Mara,Serengeti,100,True,submersible,other,never pay,good,insufficient,surface,communal standpipe,functional
53218,1222,33.9139555,-1.24135522,Mara,Rorya,530,False,submersible,user-group,unknown,good,enough,surface,communal standpipe,non functional
53220,0,33.27719461,-3.04647681,Mwanza,Kwimba,0,True,handpump,user-group,never pay,good,dry,groundwater,hand pump,non functional
53221,0,31.41549413,-0.99901209,Kagera,Misenyi,0,True,handpump,user-group,pay monthly,good,insufficient,groundwater,hand pump,functional
53225,1161,34.13117141,-1.40292417,Mara,Rorya,500,False,submersible,user-group,unknown,salty,enough,groundwater,communal standpipe,non functional
53239,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional
53247,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,never pay,salty,enough,groundwater,hand pump,functional
53256,0,31.71281228,-1.39537712,Kagera,Bukoba Rural,0,True,gravity,user-group,never pay,good,insufficient,surface,communal standpipe,functional
53264,0,30.6699857,-1.05003656,Kagera,Karagwe,0,True,handpump,user-group,pay annually,good,insufficient,groundwater,hand pump,functional
53273,0,30.70706581,-2.6304812,Kagera,Ngara,0,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
53276,0,33.21480049,-2.94519922,Mwanza,Missungwi,0,True,handpump,user-group,never pay,unknown,unknown,groundwater,hand pump,functional
53277,0,33.60357184,-2.94227777,Shinyanga,Maswa,0,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional
53293,0,0.0,-2e-08,Mwanza,Geita,0,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,functional
53319,0,33.87445159,-3.16876001,Shinyanga,Maswa,0,False,handpump,user-group,other,good,insufficient,groundwater,hand pump,functional
53325,0,33.01869993,-2.92114369,Mwanza,Missungwi,0,True,handpump,parastatal,never pay,good,seasonal,groundwater,hand pump,functional
53377,0,33.19044885,-2.72562831,Mwanza,Missungwi,0,True,handpump,user-group,pay when scheme fails,good,insufficient,groundwater,hand pump,functional
53396,0,33.7109321,-2.99496374,Shinyanga,Maswa,0,False,handpump,user-group,pay when scheme fails,good,enough,groundwater,hand pump,functional
53399,0,31.07033765,-1.53851572,Kagera,Karagwe,0,True,gravity,other,never pay,good,seasonal,surface,communal standpipe,functional
53404,0,0.0,-2e-08,Mwanza,Magu,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
53408,0,0.0,-2e-08,Mwanza,Geita,0,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,functional
53411,0,33.0732021,-3.25373106,Mwanza,Kwimba,0,True,submersible,user-group,pay per bucket,good,enough,surface,communal standpipe,functional
53418,1384,34.42592008,-1.78644111,Mara,Serengeti,180,True,gravity,user-group,pay when scheme fails,good,enough,groundwater,communal standpipe,functional
53427,1636,34.6636499,-1.83265676,Mara,Serengeti,600,True,handpump,other,never pay,good,insufficient,groundwater,hand pump,non functional
53429,0,31.153321500000004,-1.80156003,Kagera,Karagwe,0,True,gravity,other,never pay,good,seasonal,surface,communal standpipe,functional
53431,0,30.7971239,-1.41139225,Kagera,Karagwe,0,True,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe,functional
53441,0,0.0,-2e-08,Mwanza,Magu,0,False,handpump,user-group,unknown,good,enough,groundwater,hand pump,functional
53465,0,32.11498693,-2.39325968,Mwanza,Sengerema,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
53472,0,32.55055272,-2.70647797,Mwanza,Sengerema,0,True,handpump,user-group,never pay,salty,insufficient,groundwater,hand pump,non functional
53480,0,0.0,-2e-08,Mwanza,Magu,0,True,motorpump,user-group,never pay,good,enough,surface,communal standpipe,functional
53495,0,31.59957049,-1.8043747,Kagera,Muleba,0,True,submersible,user-group,never pay,good,insufficient,groundwater,communal standpipe,non functional
53524,0,33.42239263,-3.18672588,Mwanza,Kwimba,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
53528,0,33.42587066,-3.12348023,Mwanza,Kwimba,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
53532,0,32.94096019,-2.64290776,Mwanza,Missungwi,0,True,handpump,user-group,pay annually,good,enough,groundwater,hand pump,non functional
53539,1374,34.52257648,-1.74344171,Mara,Serengeti,500,True,gravity,user-group,unknown,good,enough,groundwater,communal standpipe,non functional
53546,0,31.56945129,-1.51427556,Kagera,Bukoba Rural,0,True,gravity,user-group,pay monthly,good,insufficient,surface,communal standpipe,non functional
53552,0,0.0,-2e-08,Mwanza,Magu,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional
53554,0,34.16156432,-3.10646676,Shinyanga,Meatu,0,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,functional
53555,1265,34.00394311,-1.61399512,Mara,Musoma Rural,320,True,gravity,user-group,unknown,good,enough,groundwater,communal standpipe,non functional
53560,1295,33.98046191,-2.01169794,Mara,Bunda,1200,True,handpump,user-group,pay monthly,salty,enough,groundwater,hand pump,functional
53564,0,30.97101185,-1.75576494,Kagera,Karagwe,0,True,gravity,user-group,never pay,good,dry,groundwater,communal standpipe,non functional
53565,0,31.54021056,-1.83466668,Kagera,Muleba,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
53572,0,33.23022751,-2.92139818,Mwanza,Kwimba,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
53573,0,30.90894292,-1.2065933,Kagera,Karagwe,0,True,gravity,user-group,never pay,good,dry,groundwater,communal standpipe,non functional
53584,1619,34.54634949,-1.35543975,Mara,Tarime,250,False,submersible,user-group,pay per bucket,good,enough,surface,communal standpipe,functional
53590,1426,34.06162464,-1.7925123,Mara,Musoma Rural,350,True,gravity,user-group,unknown,good,enough,surface,communal standpipe,non functional
53598,1272,33.86999661,-2.00142153,Mara,Bunda,760,False,gravity,parastatal,unknown,good,seasonal,surface,communal standpipe,functional
53609,0,31.66755498,-1.07653747,Kagera,Misenyi,0,True,gravity,user-group,pay when scheme fails,good,insufficient,groundwater,communal standpipe,non functional
53619,1510,34.649481,-1.92871238,Mara,Serengeti,400,True,rope pump,user-group,never pay,good,insufficient,groundwater,hand pump,functional
53625,0,33.61939737,-2.72940766,Mwanza,Kwimba,0,True,submersible,user-group,never pay,good,insufficient,groundwater,communal standpipe,non functional
53639,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,unknown,good,enough,groundwater,hand pump,functional
53657,0,33.12417117,-3.7471862,Shinyanga,Shinyanga Rural,0,True,other,user-group,pay per bucket,good,insufficient,groundwater,communal standpipe,non functional
53672,0,32.87746104,-3.28044213,Shinyanga,Shinyanga Rural,0,True,handpump,user-group,never pay,salty,enough,groundwater,hand pump,functional
53680,0,33.78006135,-3.17995739,Shinyanga,Maswa,0,False,gravity,commercial,unknown,good,enough,surface,communal standpipe,non functional
53683,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,unknown,good,enough,groundwater,hand pump,functional
53690,0,34.17420822,-3.08541224,Shinyanga,Meatu,0,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,non functional
53691,0,33.1864488,-3.18340856,Mwanza,Kwimba,0,True,handpump,user-group,pay annually,good,insufficient,groundwater,hand pump,functional
53693,1217,33.57939819,-2.12571166,Mara,Bunda,1000,True,handpump,user-group,unknown,salty,enough,groundwater,hand pump,non functional
53717,0,31.77080812,-1.00327683,Kagera,Misenyi,0,True,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe,non functional
53721,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,pay when scheme fails,salty,insufficient,groundwater,hand pump,non functional
53728,0,33.50747984,-3.14732354,Shinyanga,Maswa,0,False,gravity,user-group,never pay,good,seasonal,surface,communal standpipe,non functional
53729,0,31.51851747,-1.6061525,Kagera,Bukoba Rural,0,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional
53730,0,32.24345692,-2.55696091,Mwanza,Sengerema,0,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,functional
53731,1257,33.98508148,-1.25314476,Mara,Rorya,560,False,handpump,commercial,unknown,good,enough,groundwater,hand pump,non functional
53741,0,32.68443604,-2.96468935,Mwanza,Sengerema,0,True,handpump,user-group,never pay,salty,enough,groundwater,hand pump,functional
53761,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,other,good,enough,groundwater,hand pump,functional
53773,0,33.43501046,-2.68525382,Mwanza,Magu,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
53775,0,33.13541388,-3.77285054,Shinyanga,Shinyanga Rural,0,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,functional
53782,1160,34.01035493,-1.15128874,Mara,Rorya,556,False,submersible,user-group,pay monthly,good,enough,surface,communal standpipe,non functional
53799,0,32.94261827,-2.42787128,Mwanza,Magu,0,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,non functional
53806,0,33.44376006,-2.73783728,Mwanza,Kwimba,0,True,handpump,user-group,other,good,enough,groundwater,hand pump,functional
53810,0,33.61552991,-2.85142292,Shinyanga,Maswa,0,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
53818,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,unknown,good,enough,groundwater,hand pump,functional
53820,1168,33.68058129,-1.68469319,Mara,Musoma Rural,375,True,gravity,parastatal,never pay,good,insufficient,surface,communal standpipe,non functional
53824,0,33.22869904,-2.73813882,Mwanza,Kwimba,0,True,motorpump,user-group,never pay,good,enough,groundwater,communal standpipe,functional
53832,0,0.0,-2e-08,Mwanza,Magu,0,True,gravity,user-group,never pay,good,insufficient,surface,communal standpipe,non functional
53834,0,33.4078935,-3.10818616,Mwanza,Kwimba,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
<<<<<<< HEAD
53839,0,30.6375144,-2.46080817,Kagera,Ngara,0,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
=======
53839,0,30.637514399999997,-2.46080817,Kagera,Ngara,0,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
>>>>>>> 545838695a17209333057dc8c8805e1e5d12ee6f
53841,1290,33.86236229,-1.98207412,Mara,Bunda,80,False,handpump,user-group,unknown,salty,enough,groundwater,hand pump,non functional
53865,0,31.34562305,-2.59632047,Kagera,Biharamulo,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
53867,0,30.97509507,-1.70338613,Kagera,Karagwe,0,True,gravity,user-group,never pay,good,dry,groundwater,communal standpipe,non functional
53876,0,30.98022122,-1.74637344,Kagera,Karagwe,0,True,handpump,user-group,never pay,salty,enough,groundwater,hand pump,functional
53887,1183,33.08722639,-2.08542374,Mwanza,Ukerewe,1800,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,non functional
53888,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,other,parastatal,never pay,good,dry,groundwater,hand pump,non functional
53889,0,31.29531014,-2.58726738,Kagera,Biharamulo,0,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional
53896,0,31.71344189,-2.40541322,Kagera,Chato,0,True,handpump,user-group,pay monthly,good,insufficient,groundwater,hand pump,functional
53901,0,31.45690845,-1.55765032,Kagera,Bukoba Rural,0,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,non functional
53921,1588,34.63635116,-1.87747693,Mara,Serengeti,40,True,gravity,user-group,unknown,good,seasonal,surface,communal standpipe,functional
53933,1385,34.68975086,-2.15160306,Mara,Serengeti,300,True,motorpump,user-group,never pay,salty,insufficient,groundwater,communal standpipe,functional
53939,0,34.2710201,-3.04058964,Shinyanga,Meatu,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
53944,0,0.0,-2e-08,Mwanza,Geita,0,True,submersible,user-group,unknown,unknown,dry,surface,communal standpipe,non functional
53946,0,33.6245542,-2.99262676,Shinyanga,Maswa,0,False,handpump,user-group,never pay,salty,enough,groundwater,hand pump,functional
53952,0,32.84400771,-2.91421701,Mwanza,Missungwi,0,True,submersible,user-group,never pay,unknown,unknown,surface,communal standpipe,non functional
53960,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional
53963,0,31.68007127,-2.37586317,Kagera,Chato,0,True,handpump,user-group,other,good,insufficient,groundwater,hand pump,non functional
53965,0,0.0,-2e-08,Mwanza,Magu,0,True,gravity,user-group,never pay,good,insufficient,surface,communal standpipe,non functional
53968,1174,33.51198716,-2.13939438,Mara,Bunda,693,True,gravity,parastatal,pay monthly,good,enough,surface,communal standpipe,non functional
53981,0,33.0319739,-2.383744,Mwanza,Missungwi,0,True,handpump,user-group,pay monthly,good,insufficient,groundwater,hand pump,functional
53982,0,30.688018,-1.25409656,Kagera,Karagwe,0,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,functional
53983,0,31.62543709,-1.41008955,Kagera,Bukoba Rural,0,True,gravity,user-group,never pay,good,insufficient,surface,communal standpipe,functional
53994,0,31.83416867,-1.28994277,Kagera,Bukoba Urban,0,False,gravity,user-group,never pay,good,insufficient,surface,communal standpipe,functional
53998,0,0.0,-2e-08,Mwanza,Geita,0,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,functional
54008,0,32.80415148,-2.67031903,Mwanza,Sengerema,0,True,handpump,user-group,never pay,good,seasonal,groundwater,hand pump,non functional
54017,1279,33.87133351,-2.00104864,Mara,Bunda,200,False,gravity,parastatal,unknown,good,seasonal,surface,communal standpipe,functional
54052,1303,33.00145626,-2.05456695,Mwanza,Ukerewe,200,True,other,user-group,never pay,good,insufficient,surface,communal standpipe,non functional
54058,1372,34.41618655,-1.60717715,Mara,Serengeti,100,True,gravity,user-group,other,good,enough,groundwater,communal standpipe,non functional
54087,0,32.97002831,-2.76440535,Mwanza,Sengerema,0,True,submersible,user-group,never pay,good,enough,surface,communal standpipe,non functional
54104,0,33.50450452,-2.69245927,Mwanza,Magu,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
54112,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional
54121,0,32.60984408,-3.83401781,Shinyanga,Kahama,0,True,handpump,user-group,unknown,milky,enough,groundwater,hand pump,non functional
54127,1174,33.5426442,-2.06077122,Mara,Bunda,250,True,gravity,user-group,unknown,good,unknown,surface,communal standpipe,non functional
54136,0,31.83383385,-1.28994992,Kagera,Bukoba Urban,0,False,gravity,user-group,never pay,good,insufficient,surface,communal standpipe,functional
54143,0,32.19822725,-2.47150523,Mwanza,Sengerema,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional
54144,0,33.78520757,-3.07169951,Shinyanga,Maswa,0,False,gravity,commercial,pay monthly,good,enough,surface,communal standpipe,functional
54152,0,34.31123231,-3.01985421,Shinyanga,Meatu,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
54158,0,0.0,-2e-08,Mwanza,Magu,0,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,non functional
54164,0,32.36870042,-2.56111717,Mwanza,Sengerema,0,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,functional
54172,1270,34.02193257,-1.61546087,Mara,Musoma Rural,320,False,gravity,user-group,unknown,good,enough,groundwater,communal standpipe,non functional
54174,1367,34.31356187,-2.9827352000000005,Shinyanga,Bariadi,1500,False,gravity,parastatal,never pay,good,seasonal,surface,communal standpipe,functional
54175,0,33.33900017,-3.25318275,Mwanza,Kwimba,0,True,motorpump,user-group,pay per bucket,good,enough,groundwater,communal standpipe,functional
54180,0,33.13647258,-3.80821515,Shinyanga,Shinyanga Rural,0,True,handpump,user-group,never pay,good,seasonal,groundwater,hand pump,functional
54185,1327,34.22479827,-1.24565261,Mara,Rorya,1200,False,submersible,user-group,unknown,good,enough,surface,communal standpipe,functional
54186,1214,33.89180839,-1.2524523,Mara,Rorya,250,False,submersible,user-group,unknown,good,enough,surface,communal standpipe,non functional
54193,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,pay when scheme fails,good,enough,groundwater,hand pump,non functional
54228,0,33.08367126,-2.66007083,Mwanza,Missungwi,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
54235,1142,33.07510901,-2.10369258,Mwanza,Ukerewe,1,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,non functional
54243,1461,34.61821251,-1.72969352,Mara,Serengeti,100,True,handpump,user-group,unknown,good,enough,groundwater,hand pump,non functional
54246,0,31.1640505,-1.41312499,Kagera,Karagwe,0,True,gravity,user-group,pay annually,good,enough,surface,communal standpipe,functional
54247,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,parastatal,pay when scheme fails,salty,enough,groundwater,hand pump,functional
54250,0,31.151628,-1.7119324,Kagera,Karagwe,0,True,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,non functional
54264,1199,34.07204544,-1.12668773,Mara,Tarime,500,False,submersible,user-group,pay monthly,good,enough,surface,communal standpipe,non functional
54266,0,0.0,-2e-08,Mwanza,Geita,0,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,functional
54270,1417,34.02101986,-1.90088867,Mara,Bunda,250,True,gravity,user-group,unknown,good,enough,groundwater,communal standpipe,functional
54286,1916,35.50522425,-2.37416497,Arusha,Ngorongoro,80,True,gravity,parastatal,never pay,good,enough,groundwater,communal standpipe,functional
54290,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,other,unknown,unknown,unknown,unknown,unknown,hand pump,non functional
54298,1490,34.6037716,-1.90232571,Mara,Serengeti,400,True,handpump,user-group,unknown,good,insufficient,groundwater,hand pump,functional
54312,1149,33.45365455,-2.14726839,Mara,Bunda,750,False,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,functional
54315,1384,34.61215284,-1.65212861,Mara,Serengeti,400,True,gravity,other,unknown,salty,seasonal,surface,communal standpipe,functional
54320,0,30.85051206,-1.41967984,Kagera,Karagwe,0,True,gravity,user-group,never pay,good,dry,groundwater,communal standpipe,non functional
54326,0,33.0815433,-2.39114002,Mwanza,Magu,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional
54329,1193,33.90370536,-1.44678455,Mara,Rorya,300,False,submersible,user-group,never pay,good,enough,surface,communal standpipe,non functional
54330,0,31.8210798,-1.11923824,Kagera,Bukoba Rural,0,True,gravity,user-group,never pay,good,enough,surface,communal standpipe,non functional
54334,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,other,good,enough,groundwater,hand pump,functional
54342,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
54350,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,pay when scheme fails,salty,enough,groundwater,hand pump,non functional
54356,0,30.67973609,-2.5526248,Kagera,Ngara,0,False,gravity,user-group,never pay,good,enough,groundwater,communal standpipe,non functional
54370,0,33.91685593,-3.11689893,Shinyanga,Maswa,0,False,handpump,user-group,other,good,enough,groundwater,hand pump,functional
54371,1253,33.00503158,-2.51661892,Mwanza,Ilemela,100,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,functional
54374,0,33.01951231,-3.22254299,Mwanza,Kwimba,0,True,motorpump,user-group,pay per bucket,good,enough,groundwater,communal standpipe,non functional
54384,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional
54388,0,34.34868987,-3.10232999,Shinyanga,Meatu,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
54401,0,0.0,-2e-08,Mwanza,Magu,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional
54414,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,pay when scheme fails,good,insufficient,groundwater,hand pump,non functional
54424,0,0.0,-2e-08,Mwanza,Magu,0,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,functional
54432,1163,33.98315721,-1.22344017,Mara,Rorya,1500,False,handpump,user-group,pay monthly,good,enough,groundwater,hand pump,functional
54433,0,0.0,-2e-08,Mwanza,Magu,0,True,motorpump,user-group,never pay,good,enough,surface,communal standpipe,functional
54440,0,33.38792309,-2.60700328,Mwanza,Magu,0,True,motorpump,user-group,pay per bucket,good,enough,groundwater,communal standpipe,non functional
54445,0,31.57232376,-1.51201961,Kagera,Bukoba Rural,0,True,gravity,user-group,pay monthly,good,enough,surface,communal standpipe,functional
54458,1341,34.57484499,-1.64938735,Mara,Serengeti,1000,True,handpump,user-group,unknown,salty,enough,groundwater,hand pump,functional
54461,0,31.57723659,-2.65316442,Kagera,Chato,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional
54463,1237,33.86460222,-2.00873631,Mara,Bunda,253,False,other,user-group,unknown,salty,enough,groundwater,hand pump,non functional
54464,1347,34.22441825,-1.23674695,Mara,Rorya,250,False,submersible,user-group,never pay,good,enough,surface,communal standpipe,functional
54473,0,33.35789305,-2.89803089,Mwanza,Ilemela,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
54480,1191,33.41327331,-1.86744813,Mara,Musoma Rural,250,True,handpump,user-group,unknown,good,enough,groundwater,hand pump,functional
54482,1208,34.10552859,-1.64553081,Mara,Musoma Rural,50,False,gravity,user-group,unknown,good,seasonal,surface,communal standpipe,functional
54511,0,33.01193353,-2.71701014,Mwanza,Sengerema,0,True,submersible,parastatal,never pay,good,enough,surface,communal standpipe,non functional
54525,0,31.41388574,-0.99950651,Kagera,Misenyi,0,True,handpump,user-group,never pay,good,unknown,groundwater,hand pump,non functional
54532,0,33.11729607,-3.22839892,Mwanza,Kwimba,0,True,submersible,user-group,pay per bucket,good,enough,surface,communal standpipe,functional
54534,0,33.08546993,-2.98295145,Mwanza,Missungwi,0,True,handpump,user-group,never pay,unknown,unknown,groundwater,hand pump,functional
54541,1596,34.73567971,-1.88766724,Mara,Serengeti,1600,True,handpump,user-group,unknown,salty,enough,groundwater,hand pump,functional
54551,0,32.98269806,-2.48004347,Mwanza,Ilemela,0,True,handpump,user-group,never pay,salty,enough,groundwater,hand pump,functional
54558,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,non functional
54588,0,32.58010752,-3.54938049,Shinyanga,Kahama,0,True,handpump,user-group,unknown,milky,seasonal,groundwater,hand pump,functional
54593,1269,34.12490185,-1.66153329,Mara,Musoma Rural,548,False,gravity,parastatal,never pay,good,seasonal,surface,communal standpipe,non functional
54597,0,32.63034845,-3.63071844,Shinyanga,Kahama,0,True,handpump,user-group,unknown,milky,enough,groundwater,hand pump,functional
54601,1190,33.93534242,-1.58727421,Mara,Musoma Rural,250,True,handpump,user-group,unknown,good,enough,groundwater,hand pump,functional
54607,0,31.44515006,-1.24571296,Kagera,Misenyi,0,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,functional
54610,0,34.04220735,-3.11004587,Shinyanga,Maswa,0,False,handpump,user-group,other,good,insufficient,groundwater,hand pump,functional
54629,1198,33.69891335,-1.74502146,Mara,Musoma Rural,1,True,handpump,user-group,never pay,good,insufficient,groundwater,hand pump,non functional
54642,0,30.86689005,-1.5267937,Kagera,Karagwe,0,True,gravity,user-group,never pay,good,dry,groundwater,communal standpipe,non functional
54673,1254,33.01158557,-2.07718669,Mwanza,Ukerewe,1500,True,other,user-group,never pay,good,insufficient,surface,communal standpipe,non functional
54675,0,30.70694542,-2.63744204,Kagera,Ngara,0,False,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
54702,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,unknown,good,insufficient,groundwater,hand pump,functional
54705,1162,33.60614158,-2.1612081,Mara,Bunda,250,False,other,user-group,unknown,salty,enough,groundwater,hand pump,non functional
54723,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,never pay,salty,enough,groundwater,hand pump,functional
54729,1609,34.57512347,-1.39348357,Mara,Tarime,2500,True,gravity,user-group,unknown,good,enough,groundwater,communal standpipe,non functional
54750,1336,33.81335846,-1.82584998,Mara,Musoma Rural,742,True,gravity,parastatal,unknown,good,seasonal,surface,communal standpipe,functional
54760,0,33.51041204,-2.70268486,Mwanza,Kwimba,0,True,handpump,user-group,never pay,good,enough,groundwater,hand pump,functional
54769,1238,33.79191464,-1.73164103,Mara,Musoma Rural,529,False,gravity,parastatal,unknown,good,seasonal,surface,communal standpipe,non functional
54771,1282,32.98750938,-2.06325342,Mwanza,Ukerewe,800,True,handpump,user-group,pay when scheme fails,good,insufficient,groundwater,hand pump,functional
54775,0,31.16199231,-1.79701898,Kagera,Karagwe,0,True,gravity,user-group,pay annually,good,enough,groundwater,communal standpipe,functional
54784,0,0.0,-2e-08,Shinyanga,Bariadi,0,False,handpump,user-group,pay when scheme fails,good,enough,groundwater,hand pump,non functional
54786,1144,33.00545953,-1.84584779,Mwanza,Ukerewe,850,True,handpump,user-group,pay monthly,good,insufficient,groundwater,hand pump,functional
54799,1263,33.83521693,-1.85203063,Mara,Musoma Rural,250,True,handpump,user-group,unknown,salty,enough,groundwater,hand pump,functional
